track,outer_fold_id,metric,lambda,alpha_code_parameter,simulated_training,inner_validation_count,mean_inner_smape_percent,std_inner_smape_percent,mean_inner_absolute_log_error,selected_lambda,selection_status,boundary_hit,boundary_side,min_required_inner_validations
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0010000000,0.0010000000,False,5,8.8334322098,3.4508770099,0.0884131777,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0017782794,0.0017782794,False,5,8.8389212913,3.4511968346,0.0884681933,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0031622777,0.0031622777,False,5,8.8486793273,3.4517652302,0.0885659958,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0056234133,0.0056234133,False,5,8.8660220942,3.4527749139,0.0887398194,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0100000000,0.0100000000,False,5,8.8968315951,3.4545669851,0.0890486211,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0177827941,0.0177827941,False,5,8.9515223723,3.4577429169,0.0895967942,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0316227766,0.0316227766,False,5,9.0484719801,3.4633560740,0.0905685677,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.0562341325,0.0562341325,False,5,9.2199152205,3.4732278095,0.0922871361,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.1000000000,0.1000000000,False,5,9.5217914601,3.4904307538,0.0953135251,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
official_only_nested,tourism_comprehensive_income_test_2021,tourism_comprehensive_income,0.1778279410,0.1778279410,False,5,10.0493446950,3.5198951647,0.1006034752,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
