metric,lambda,alpha_code_parameter,simulated_training,inner_validation_count,mean_inner_smape_percent,std_inner_smape_percent,mean_inner_absolute_log_error,selected_lambda,selection_status,boundary_hit,boundary_side,min_required_inner_validations,selection_track,selected_for_forecast
tourism_comprehensive_income,316.2277660168,316.2277660168,True,7,49.1183734752,21.3031061018,0.5054982209,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3,fold_local_augmented_sensitivity,True
tourism_comprehensive_income,562.3413251903,562.3413251903,True,7,49.9906765459,20.7188192302,0.5147387948,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3,fold_local_augmented_sensitivity,True
tourism_comprehensive_income,1000.0000000000,1000.0000000000,True,7,50.4990806707,20.3709706145,0.5201281960,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3,fold_local_augmented_sensitivity,True
tourism_comprehensive_income,0.0000000000,0.0000000000,False,7,15.3444776895,16.2424667750,0.1552180424,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0000010000,0.0000010000,False,7,15.3444803347,16.2424628946,0.1552180683,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0000100000,0.0000100000,False,7,15.3445041420,16.2424279715,0.1552183020,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0001000000,0.0001000000,False,7,15.3447422108,16.2420787564,0.1552206387,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0001778279,0.0001778279,False,7,15.3449480766,16.2417767943,0.1552226593,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0003162278,0.0003162278,False,7,15.3453141512,16.2412398748,0.1552262524,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0005623413,0.0005623413,False,7,15.3459650950,16.2402852511,0.1552326415,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0010000000,0.0010000000,False,7,15.3471225316,16.2385881985,0.1552440021,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0017782794,0.0017782794,False,7,15.3491803868,16.2355720564,0.1552642006,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0031622777,0.0031622777,False,7,15.3528385946,16.2302138612,0.1553001075,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0056234133,0.0056234133,False,7,15.3593400115,16.2207023982,0.1553639232,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0100000000,0.0100000000,False,7,15.3708890343,16.2038417769,0.1554772892,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0177827941,0.0177827941,False,7,15.3913875768,16.1740275715,0.1556785189,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0316227766,0.0316227766,False,7,15.4277173722,16.1215417313,0.1560352063,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.0562341325,0.0562341325,False,7,15.4919378340,16.0298827358,0.1566658689,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.1000000000,0.1000000000,False,7,15.6049408046,15.8721447099,0.1577760365,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.1778279410,0.1778279410,False,7,15.8021854798,15.6080355737,0.1597151907,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.3162277660,0.3162277660,False,7,16.1416792748,15.1888974124,0.1630569778,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,0.5623413252,0.5623413252,False,7,16.7121542298,14.5956572119,0.1686845294,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,1.0000000000,1.0000000000,False,7,17.6331565417,13.9751265634,0.1778034500,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,1.7782794100,1.7782794100,False,7,20.1664075916,11.9427694686,0.2030852220,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,3.1622776602,3.1622776602,False,7,24.4276227988,8.0649958070,0.2458630147,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,5.6234132519,5.6234132519,False,7,29.6145392956,4.6613833448,0.2984861645,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,10.0000000000,10.0000000000,False,7,35.0618616083,7.6177781808,0.3547236107,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,17.7827941004,17.7827941004,False,7,39.9679965987,13.8749338397,0.4066117900,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,31.6227766017,31.6227766017,False,7,43.8110038383,19.8219444223,0.4483916466,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,56.2341325190,56.2341325190,False,7,48.3857012597,19.7832749336,0.4972637503,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,100.0000000000,100.0000000000,False,7,51.6478043684,19.3069876392,0.5323426881,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,177.8279410039,177.8279410039,False,7,53.6977103456,19.0281954208,0.5545522624,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,316.2277660168,316.2277660168,False,7,54.9296880717,18.8719111304,0.5679669923,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,562.3413251903,562.3413251903,False,7,55.6498996820,18.7853192152,0.5758337358,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
tourism_comprehensive_income,1000.0000000000,1000.0000000000,False,7,56.0640440366,18.7372979901,0.5803658136,0.0000000000,selected_by_nested_expanding_origin_smape,True,lower,3,zero_boundary_diagnostic,False
