track,branch,model,macro_smape_percent,macro_naive_smape_percent,macro_smape_skill_vs_naive,worst_target,worst_target_smape_percent,worst_point_smape_percent,worst_absolute_percentage_error_percent,mean_target_smape_std_percent,beats_naive_all_targets,target_count,total_test_points,complete_target_coverage,rank,tie_group_size,stability_flag,baseline_macro_smape_percent,delta_macro_smape_vs_baseline_percent_points
fold_local_augmented_nested,ridge,raw_target_ridge_tuned_lambda,14.7196190584,21.7263976360,0.3225007061,tourism_comprehensive_income,16.5549223922,60.8368135329,87.4323376423,17.1887838298,True,2,12,True,1,1,unique,14.7445528549,-0.0249337965
fold_local_augmented_nested,ridge,raw_target_ridge_alpha_0.1,14.7445528549,21.7263976360,0.3213530792,tourism_comprehensive_income,16.4890737159,60.6885387784,87.1264119207,16.9615966576,True,2,12,True,2,1,unique,14.7445528549,0.0000000000
fold_local_augmented_nested,ridge,naive_last,21.7263976360,21.7263976360,0.0000000000,tourism_comprehensive_income,25.6676308295,54.1720154044,74.2957746479,15.7118282827,False,2,12,True,3,1,unique,14.7445528549,6.9818447812
