track,branch,model,macro_smape_percent,macro_naive_smape_percent,macro_smape_skill_vs_naive,worst_target,worst_target_smape_percent,worst_point_smape_percent,worst_absolute_percentage_error_percent,mean_target_smape_std_percent,beats_naive_all_targets,target_count,total_test_points,complete_target_coverage,rank,tie_group_size,stability_flag,baseline_macro_smape_percent,delta_macro_smape_vs_baseline_percent_points
official_only_nested,ridge,raw_target_ridge_tuned_lambda,14.6158601569,20.2594311931,0.2785651276,tourism_comprehensive_income,16.4695723510,51.5362369819,69.4260147179,15.1118656001,False,2,12,True,1,1,unique,14.6611796538,-0.0453194969
official_only_nested,ridge,raw_target_ridge_alpha_0.1,14.6611796538,20.2594311931,0.2763281696,tourism_comprehensive_income,16.4037378915,51.0023545852,68.4606182107,14.8255144939,False,2,12,True,2,1,unique,14.6611796538,0.0000000000
official_only_nested,ridge,naive_last,20.2594311931,20.2594311931,0.0000000000,tourism_comprehensive_income,27.8923597690,54.0630182421,50.0000000000,9.8261205481,False,2,12,True,3,1,unique,14.6611796538,5.5982515393
