track,branch,model,metric,n_test,test_years,mae,rmse,mape_percent,smape_percent,point_smape_std_percent,worst_absolute_percentage_error_percent,worst_point_smape_percent,max_absolute_log_error,expected_test_points,coverage_status,naive_smape_percent,smape_skill_vs_naive,baseline_smape_percent,delta_smape_vs_baseline_percent_points
fold_local_augmented_nested,ridge,raw_target_ridge_alpha_0.1,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,24.9699417207,40.4760967062,20.7574237752,16.4890737159,19.8243702992,87.1264119207,60.6885387784,0.6266142021,6,complete,25.6676308295,0.3575926884,16.4890737159,0.0000000000
fold_local_augmented_nested,ridge,raw_target_ridge_tuned_lambda,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,25.2255315636,40.7426364523,20.8794628761,16.5549223922,19.8857393406,87.4323376423,60.8368135329,0.6282477284,6,complete,25.6676308295,0.3550272519,16.4890737159,0.0658486763
fold_local_augmented_nested,ridge,naive_last,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,36.4708920188,46.3959238785,27.0030233368,25.6676308295,17.5472887598,74.2957746479,54.1720154044,0.5555835244,6,complete,25.6676308295,0.0000000000,16.4890737159,9.1785571136
fold_local_augmented_nested,ridge,raw_target_ridge_tuned_lambda,tourist_visits,6,2015;2016;2017;2018;2019;2023,342.5634919374,572.1074364908,14.8176026344,12.8843157246,14.4918283190,57.5248186980,44.6751648939,0.4544128389,6,complete,17.7851644425,0.2755582460,13.0000319938,-0.1157162692
fold_local_augmented_nested,ridge,raw_target_ridge_alpha_0.1,tourist_visits,6,2015;2016;2017;2018;2019;2023,343.6836978845,562.0879803557,14.8410711717,13.0000319938,14.0988230160,56.3098716835,43.9389020124,0.4466702080,6,complete,17.7851644425,0.2690519092,13.0000319938,0.0000000000
fold_local_augmented_nested,ridge,naive_last,tourist_visits,6,2015;2016;2017;2018;2019;2023,455.6867136318,650.5907430352,19.7032749805,17.7851644425,13.8763678056,62.9504985946,47.8801135051,0.4882762791,6,complete,17.7851644425,0.0000000000,13.0000319938,4.7851324487
