track,outer_fold_id,metric,lambda,alpha_code_parameter,validation_year,inner_physical_train_n,inner_effective_train_n,inner_train_end_year,actual,prediction,smape_percent,absolute_log_error,simulated_training
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,2017,6,7,2015,130.0000000000,120.4358459763,7.6380072400,0.0764172378,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,2018,7,8,2017,142.0000000000,136.5843297207,3.8879934738,0.0388848336,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,2019,8,9,2018,165.0000000000,152.3883831708,7.9471193641,0.0795130595,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,2021,9,11,2019,110.0000000000,206.1699741535,60.8343498847,0.6282205800,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,2023,10,13,2021,191.5000000000,210.1342745746,9.2792252824,0.0928589205,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2014,4,4,2013,79.0000000000,71.4217985586,10.0759351557,0.1008447278,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2015,5,5,2014,94.0000000000,86.3717555896,8.4583580012,0.0846340628,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2017,6,7,2015,130.0000000000,120.4257082912,7.6464128017,0.0765014164,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2018,7,8,2017,142.0000000000,136.5739017549,3.8956256928,0.0389611847,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2019,8,9,2018,165.0000000000,152.3778064750,7.9540492546,0.0795824681,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2021,9,11,2019,110.0000000000,206.1653568697,60.8323175074,0.6281981843,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,2023,10,13,2021,191.5000000000,210.0959259152,9.2610132301,0.0926764079,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2014,4,4,2013,79.0000000000,71.4081329401,10.0950220065,0.1010360829,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2015,5,5,2014,94.0000000000,86.3564018312,8.4761040819,0.0848118423,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2017,6,7,2015,130.0000000000,120.4076905491,7.6613537147,0.0766510446,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2018,7,8,2017,142.0000000000,136.5553668248,3.9091928023,0.0390969075,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2019,8,9,2018,165.0000000000,152.3590061852,7.9663684146,0.0797058551,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2021,9,11,2019,110.0000000000,206.1571427242,60.8287017625,0.6281583409,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,2023,10,13,2021,191.5000000000,210.0278046165,9.2286533602,0.0923521163,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2014,4,4,2013,79.0000000000,71.3838730898,10.1289144291,0.1013758757,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2015,5,5,2014,94.0000000000,86.3291358228,8.5076259499,0.0851276302,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2017,6,7,2015,130.0000000000,120.3756812226,7.6879022199,0.0769169212,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2018,7,8,2017,142.0000000000,136.5224346767,3.9333027730,0.0393380999,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2019,8,9,2018,165.0000000000,152.3255993887,7.9882622995,0.0799251428,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2021,9,11,2019,110.0000000000,206.1425251944,60.8222668781,0.6280874336,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,2023,10,13,2021,191.5000000000,209.9068972680,9.1711913240,0.0917762774,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2014,4,4,2013,79.0000000000,71.3408628584,10.1890291116,0.1019785776,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2015,5,5,2014,94.0000000000,86.2807667368,8.5635682640,0.0856880742,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2017,6,7,2015,130.0000000000,120.3188583214,7.7350478054,0.0773890790,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2018,7,8,2017,142.0000000000,136.4639609290,3.9761260686,0.0397665003,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2019,8,9,2018,165.0000000000,152.2662728729,8.0271546117,0.0803146904,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2021,9,11,2019,110.0000000000,206.1164981564,60.8108078616,0.6279611682,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,2023,10,13,2021,191.5000000000,209.6926187850,9.0692689412,0.0907549297,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2014,4,4,2013,79.0000000000,71.2647888568,10.2954407377,0.1030454920,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2015,5,5,2014,94.0000000000,86.1951226207,8.6626954890,0.0866811883,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2017,6,7,2015,130.0000000000,120.2181220535,7.8186806504,0.0782266739,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2018,7,8,2017,142.0000000000,136.3602582100,4.0521170847,0.0405267167,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2019,8,9,2018,165.0000000000,152.1610263288,8.0961862306,0.0810061301,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2021,9,11,2019,110.0000000000,206.0701114389,60.7903803378,0.6277360919,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,2023,10,13,2021,191.5000000000,209.3138587269,8.8888437059,0.0889470333,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2014,4,4,2013,79.0000000000,71.1307904296,10.4831387990,0.1049275513,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2015,5,5,2014,94.0000000000,86.0439816477,8.8378609266,0.0884362022,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2017,6,7,2015,130.0000000000,120.0399609900,7.9667577699,0.0797097549,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2018,7,8,2017,142.0000000000,136.1767259761,4.1867442385,0.0418735597,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2019,8,9,2018,165.0000000000,151.9746632088,8.2185349828,0.0822316564,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2021,9,11,2019,110.0000000000,205.9873012231,60.7538979266,0.6273341565,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,2023,10,13,2021,191.5000000000,208.6474554445,8.5705682799,0.0857582030,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2014,4,4,2013,79.0000000000,70.8964777805,10.8121582835,0.1082270989,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2015,5,5,2014,94.0000000000,85.7788142588,9.1458893809,0.0915227263,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2017,6,7,2015,130.0000000000,119.7261920056,8.2280580278,0.0823270481,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2018,7,8,2017,142.0000000000,135.8531094926,4.4245612501,0.0442528328,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2019,8,9,2018,165.0000000000,151.6457476857,8.4348218233,0.0843982805,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2021,9,11,2019,110.0000000000,205.8390531128,60.6885387784,0.6266142021,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,2023,10,13,2021,191.5000000000,207.4844606543,8.0125730351,0.0801686398,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2014,4,4,2013,79.0000000000,70.4919315123,11.3826457410,0.1139495958,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2015,5,5,2014,94.0000000000,85.3183460268,9.6829512045,0.0969052744,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2017,6,7,2015,130.0000000000,119.1776751837,8.6864321279,0.0869190021,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2018,7,8,2017,142.0000000000,135.2861856202,4.8425163084,0.0484346295,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2019,8,9,2018,165.0000000000,151.0685931664,8.8154325578,0.0882114808,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2021,9,11,2019,110.0000000000,205.5724576006,60.5708485001,0.6253181977,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,2023,10,13,2021,191.5000000000,205.4833063658,7.0447830635,0.0704769878,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2014,4,4,2013,79.0000000000,69.8085744268,12.3533547829,0.1236910075,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2015,5,5,2014,94.0000000000,84.5328097064,10.6055467442,0.1061550427,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2017,6,7,2015,130.0000000000,118.2310869922,9.4822233190,0.0948933767,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2018,7,8,2017,142.0000000000,134.3042491547,5.5704904060,0.0557193153,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2019,8,9,2018,165.0000000000,150.0660723590,9.4798703835,0.0948697944,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2021,9,11,2019,110.0000000000,205.0898184944,60.3572777748,0.6229676564,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,2023,10,13,2021,191.5000000000,202.1220617270,5.3970865761,0.0539839723,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2014,4,4,2013,79.0000000000,68.6957914363,13.9532866354,0.1397599151,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2015,5,5,2014,94.0000000000,83.2324717202,12.1507398450,0.1216572255,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2017,6,7,2015,130.0000000000,116.6333773695,10.8392649633,0.1084989622,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2018,7,8,2017,142.0000000000,132.6365073278,6.8188259189,0.0682146985,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2019,8,9,2018,165.0000000000,148.3549972834,10.6237352912,0.1063374420,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2021,9,11,2019,110.0000000000,204.2087055301,59.9656876923,0.6186621714,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,2023,10,13,2021,191.5000000000,196.6979627080,2.6779958719,0.0267815594,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2014,4,4,2013,79.0000000000,66.9875674000,16.4567884977,0.1649408115,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2015,5,5,2014,94.0000000000,81.1836292000,14.6319274906,0.1465811663,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2017,6,7,2015,130.0000000000,114.0350427418,13.0841514226,0.1310286568,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2018,7,8,2017,142.0000000000,129.8961153539,8.9033156140,0.0890920393,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2019,8,9,2018,165.0000000000,145.5202838425,12.5465015789,0.1256299892,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2021,9,11,2019,110.0000000000,202.5894425103,59.2402876864,0.6107011146,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,2023,10,13,2021,191.5000000000,188.4823785363,1.5882954759,0.0158832887,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2014,4,4,2013,79.0000000000,64.5890986555,20.0724170281,0.2014022074,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2015,5,5,2014,94.0000000000,78.1937974691,18.3586200701,0.1841044541,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2017,6,7,2015,130.0000000000,110.0545030735,16.6174736746,0.1665587249,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2018,7,8,2017,142.0000000000,125.6289174957,12.2341656182,0.1224945952,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2019,8,9,2018,165.0000000000,141.0480555289,15.6524075474,0.1568448222,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2021,9,11,2019,110.0000000000,199.6265992288,57.8933460187,0.5959682519,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,2023,10,13,2021,191.5000000000,177.1452050516,7.7878647283,0.0779180448,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2014,4,4,2013,79.0000000000,61.6115908107,24.7325403106,0.2485978371,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2015,5,5,2014,94.0000000000,74.2855088067,23.4298144066,0.2353788858,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2017,6,7,2015,130.0000000000,104.4821209997,21.7653089213,0.2185184846,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2018,7,8,2017,142.0000000000,119.5105935401,17.1996141001,0.1724220413,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2019,8,9,2018,165.0000000000,134.5090899262,20.3605907796,0.2043136940,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2021,9,11,2019,110.0000000000,194.3716866620,55.4399048001,0.5692918709,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,2023,10,13,2021,191.5000000000,163.3113856225,15.8893516498,0.1592290890,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2014,4,4,2013,79.0000000000,58.4323581087,29.9312944554,0.3015780389,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2015,5,5,2014,94.0000000000,69.8510357147,29.4767307145,0.2969298690,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2017,6,7,2015,130.0000000000,97.5912600449,28.4797754964,0.2867465098,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2018,7,8,2017,142.0000000000,111.7013497545,23.8852889627,0.2399982679,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2019,8,9,2018,165.0000000000,125.9385193122,26.8520516157,0.2701516280,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2021,9,11,2019,110.0000000000,185.7223004758,51.2117620849,0.5237721841,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,2023,10,13,2021,191.5000000000,148.6502297938,25.1946148807,0.2532917133,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2014,4,4,2013,79.0000000000,55.5400441429,34.8743097367,0.3523435758,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2015,5,5,2014,94.0000000000,65.5600000000,35.6480320882,0.3603290284,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2017,6,7,2015,130.0000000000,90.2661252282,36.0780621447,0.3647721963,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2018,7,8,2017,142.0000000000,103.0896417297,31.7519402254,0.3202281398,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2019,8,9,2018,165.0000000000,116.1825359615,34.7229701671,0.3507829337,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2021,9,11,2019,110.0000000000,173.1585655818,44.6100335704,0.4537273730,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,2023,10,13,2021,191.5000000000,135.0869595538,34.5470257130,0.3489690927,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2014,4,4,2013,79.0000000000,53.2677686523,38.9092998391,0.3941164199,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2015,5,5,2014,94.0000000000,62.0018912322,41.0227190389,0.4161298939,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2017,6,7,2015,130.0000000000,83.6311064953,43.4102451327,0.4411189123,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2018,7,8,2017,142.0000000000,94.9978397332,39.6646318124,0.4019729059,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2019,8,9,2018,165.0000000000,106.7100510739,42.9059938679,0.4358301206,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2021,9,11,2019,110.0000000000,157.6937669959,35.6330799414,0.3601746030,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,2023,10,13,2021,191.5000000000,123.8482300455,42.9060724043,0.4358309439,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2014,4,4,2013,79.0000000000,51.6797293286,41.8125608489,0.4243822305,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2015,5,5,2014,94.0000000000,59.4103435067,45.0942950817,0.4588264380,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2017,6,7,2015,130.0000000000,78.4377566119,49.4749552349,0.5052290496,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2018,7,8,2017,142.0000000000,88.4609246036,46.4626057441,0.4732661330,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2019,8,9,2018,165.0000000000,98.8314716491,50.1596931839,0.5125293809,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2021,9,11,2019,110.0000000000,141.8429544160,25.2879454101,0.2542401250,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,2023,10,13,2021,191.5000000000,115.2665235894,49.7013008582,0.5076407653,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2014,4,4,2013,79.0000000000,50.6584790720,43.7171886187,0.4443412306,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2015,5,5,2014,94.0000000000,57.6957047870,47.8646317164,0.4881120520,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2017,6,7,2015,130.0000000000,74.8182757361,53.8835941916,0.5524722673,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2018,7,8,2017,142.0000000000,83.7950080932,51.5556055896,0.5274536212,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2019,8,9,2018,165.0000000000,93.0793387895,55.7353111240,0.5724932392,True
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,2021,9,11,2019,110.0000000000,128.1857811727,15.2702492006,0.1530002613,True
