track,outer_fold_id,metric,lambda,alpha_code_parameter,simulated_training,inner_validation_count,mean_inner_smape_percent,std_inner_smape_percent,mean_inner_absolute_log_error,selected_lambda,selection_status,boundary_hit,boundary_side,min_required_inner_validations
pseudo_holdout_2024,pseudo_holdout_2024__tourist_visits__test_2024,tourist_visits,562.3413251903,562.3413251903,True,7,40.5726468648,16.0198257783,0.4134142225,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourist_visits__test_2024,tourist_visits,1000.0000000000,1000.0000000000,True,7,40.8737478402,15.9471899809,0.4165663778,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0001000000,0.0001000000,True,7,15.4388304746,20.1146616995,0.1572690494,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0001778279,0.0001778279,True,7,15.4390189662,20.1145153132,0.1572709202,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0003162278,0.0003162278,True,7,15.4393541488,20.1142550388,0.1572742470,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0005623413,0.0005623413,True,7,15.4399501712,20.1137923288,0.1572801626,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0010000000,0.0010000000,True,7,15.4410099842,20.1129699139,0.1572906815,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0017782794,0.0017782794,True,7,15.4428943702,20.1115087352,0.1573093846,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0031622777,0.0031622777,True,7,15.4462445205,20.1089144743,0.1573426360,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0056234133,0.0056234133,True,7,15.4521994490,20.1043141756,0.1574017414,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0100000000,0.0100000000,True,7,15.4627808391,20.0961746450,0.1575067687,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0177827941,0.0177827941,True,7,15.4815718092,20.0818296893,0.1576932885,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0316227766,0.0316227766,True,7,15.5149063194,20.0567266435,0.1580241894,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.0562341325,0.0562341325,True,7,15.5739289890,20.0133549728,0.1586101549,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1000000000,0.1000000000,True,7,15.6780857970,19.9401496382,0.1596444041,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.1778279410,0.1778279410,True,7,15.8608013576,19.8218801878,0.1614593097,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.3162277660,0.3162277660,True,7,16.1779785695,19.6466046718,0.1646114522,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,0.5623413252,0.5623413252,True,7,16.7185051740,19.4322796125,0.1699874249,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.0000000000,1.0000000000,True,7,18.0644668237,18.7991913625,0.1834081523,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1.7782794100,1.7782794100,True,7,21.2308992408,16.6722660439,0.2150415858,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,3.1622776602,3.1622776602,True,7,25.5453035669,13.5577813309,0.2582502718,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,5.6234132519,5.6234132519,True,7,30.7187883158,9.3032509034,0.3103526016,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,10.0000000000,10.0000000000,True,7,36.0331962351,4.0272006231,0.3644503342,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,17.7827941004,17.7827941004,True,7,40.6360060052,2.8019739252,0.4121676857,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,31.6227766017,31.6227766017,True,7,43.9990509088,8.7807513527,0.4480163032,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,56.2341325190,56.2341325190,True,7,46.1169949554,14.2478534229,0.4714510221,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,100.0000000000,100.0000000000,True,7,47.3150127463,18.5108388475,0.4852936159,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,177.8279410039,177.8279410039,True,7,47.9547176361,21.4879522508,0.4930119448,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,316.2277660168,316.2277660168,True,7,49.1183734752,21.3031061018,0.5054982209,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,562.3413251903,562.3413251903,True,7,49.9906765459,20.7188192302,0.5147387948,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
pseudo_holdout_2024,pseudo_holdout_2024__tourism_comprehensive_income__test_2024,tourism_comprehensive_income,1000.0000000000,1000.0000000000,True,7,50.4990806707,20.3709706145,0.5201281960,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0001000000,0.0001000000,True,6,6.4363232290,2.9486028663,0.0643946480,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0001778279,0.0001778279,True,6,6.4367347399,2.9486345569,0.0643987683,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0003162278,0.0003162278,True,6,6.4374664984,2.9486909071,0.0644060951,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0005623413,0.0005623413,True,6,6.4387676971,2.9487910991,0.0644191235,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0010000000,0.0010000000,True,6,6.4410813632,2.9489692224,0.0644422893,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0017782794,0.0017782794,True,6,6.4451949848,2.9492858301,0.0644834775,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0031622777,0.0031622777,True,6,6.4525078670,2.9498483876,0.0645566988,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0056234133,0.0056234133,True,6,6.4655049905,2.9508473189,0.0646868348,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
