track,branch,model,metric,n_test,test_years,mae,rmse,mape_percent,smape_percent,point_smape_std_percent,worst_absolute_percentage_error_percent,worst_point_smape_percent,max_absolute_log_error,expected_test_points,coverage_status,naive_smape_percent,smape_skill_vs_naive,baseline_smape_percent,delta_smape_vs_baseline_percent_points
official_only_nested,ridge,raw_target_ridge_alpha_0.1,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,23.7501592586,33.4848804073,19.1093034799,16.4037378915,15.7308118097,68.4606182107,51.0023545852,0.5215318167,6,complete,27.8923597690,0.4118913557,16.4037378915,0.0000000000
official_only_nested,ridge,raw_target_ridge_tuned_lambda,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,24.0268547589,34.0664366916,19.2821292379,16.4695723510,15.9998049119,69.4260147179,51.5362369819,0.5272461542,6,complete,27.8923597690,0.4095310512,16.4037378915,0.0658344595
official_only_nested,ridge,naive_last,tourism_comprehensive_income,6,2015;2017;2018;2019;2021;2023,37.0833333333,44.4620624803,26.4330999003,27.8923597690,15.7646695036,50.0000000000,54.0630182421,0.5544074428,6,complete,27.8923597690,0.0000000000,16.4037378915,11.4886218776
official_only_nested,ridge,naive_last,tourist_visits,6,2015;2016;2017;2018;2019;2023,280.6000000000,293.7862887656,12.2937653051,12.6265026172,3.8875715926,18.4934405417,16.9281425528,0.1696874190,6,complete,12.6265026172,0.0000000000,12.9186214161,-0.2921187990
official_only_nested,ridge,raw_target_ridge_tuned_lambda,tourist_visits,6,2015;2016;2017;2018;2019;2023,337.7996885019,560.7959491342,14.6160028275,12.7621479627,14.2239262883,56.3152198570,43.9421583224,0.4467044226,6,complete,12.6265026172,-0.0107429072,12.9186214161,-0.1564734534
official_only_nested,ridge,raw_target_ridge_alpha_0.1,tourist_visits,6,2015;2016;2017;2018;2019;2023,340.5340787800,554.6355899296,14.7077821702,12.9186214161,13.9202171780,55.5101376748,43.4504385462,0.4415407376,6,complete,12.6265026172,-0.0231353691,12.9186214161,0.0000000000
